n,L,K,p.value,epsilon,seed
200,25,100,0.019801980198019802,0.25,63
200,25,100,0.009900990099009901,0.3,63
200,25,100,0.009900990099009901,0.35000000000000003,63
200,25,100,0.009900990099009901,0.4,63
200,25,100,0.009900990099009901,0.45,63
200,25,100,0.7920792079207921,0,64
200,25,100,0.44554455445544555,0.05,64
200,25,100,0.16831683168316833,0.09999999999999999,64
200,25,100,0.10891089108910891,0.15000000000000002,64
200,25,100,0.039603960396039604,0.2,64
200,25,100,0.019801980198019802,0.25,64
200,25,100,0.009900990099009901,0.3,64
200,25,100,0.009900990099009901,0.35000000000000003,64
200,25,100,0.009900990099009901,0.4,64
200,25,100,0.009900990099009901,0.45,64
200,25,100,0.801980198019802,0,65
200,25,100,0.21782178217821782,0.05,65
200,25,100,0.07920792079207921,0.09999999999999999,65
200,25,100,0.019801980198019802,0.15000000000000002,65
200,25,100,0.019801980198019802,0.2,65
200,25,100,0.019801980198019802,0.25,65
200,25,100,0.009900990099009901,0.3,65
200,25,100,0.009900990099009901,0.35000000000000003,65
200,25,100,0.009900990099009901,0.4,65
200,25,100,0.009900990099009901,0.45,65
200,25,100,0.22772277227722773,0,66
200,25,100,0.0297029702970297,0.05,66
200,25,100,0.0297029702970297,0.09999999999999999,66
200,25,100,0.009900990099009901,0.15000000000000002,66
200,25,100,0.009900990099009901,0.2,66
200,25,100,0.009900990099009901,0.25,66
200,25,100,0.009900990099009901,0.3,66
200,25,100,0.009900990099009901,0.35000000000000003,66
200,25,100,0.009900990099009901,0.4,66
200,25,100,0.009900990099009901,0.45,66
200,25,100,0.8910891089108911,0,67
200,25,100,0.6138613861386139,0.05,67
200,25,100,0.1188118811881188,0.09999999999999999,67
200,25,100,0.1188118811881188,0.15000000000000002,67
200,25,100,0.04950495049504951,0.2,67
200,25,100,0.019801980198019802,0.25,67
200,25,100,0.009900990099009901,0.3,67
200,25,100,0.009900990099009901,0.35000000000000003,67
200,25,100,0.009900990099009901,0.4,67
200,25,100,0.009900990099009901,0.45,67
200,25,100,0.5742574257425742,0,68
200,25,100,0.21782178217821782,0.05,68
200,25,100,0.09900990099009901,0.09999999999999999,68
200,25,100,0.09900990099009901,0.15000000000000002,68
200,25,100,0.009900990099009901,0.2,68
200,25,100,0.009900990099009901,0.25,68
200,25,100,0.009900990099009901,0.3,68
200,25,100,0.009900990099009901,0.35000000000000003,68
200,25,100,0.009900990099009901,0.4,68
200,25,100,0.009900990099009901,0.45,68
200,25,100,0.9603960396039604,0,69
200,25,100,0.25742574257425743,0.05,69
200,25,100,0.25742574257425743,0.09999999999999999,69
200,25,100,0.07920792079207921,0.15000000000000002,69
200,25,100,0.009900990099009901,0.2,69
200,25,100,0.009900990099009901,0.25,69
200,25,100,0.009900990099009901,0.3,69
200,25,100,0.009900990099009901,0.35000000000000003,69
200,25,100,0.009900990099009901,0.4,69
200,25,100,0.009900990099009901,0.45,69
200,25,100,0.0891089108910891,0,70
200,25,100,0.7326732673267327,0.05,70
200,25,100,0.36633663366336633,0.09999999999999999,70
200,25,100,0.1188118811881188,0.15000000000000002,70
200,25,100,0.019801980198019802,0.2,70
200,25,100,0.019801980198019802,0.25,70
200,25,100,0.009900990099009901,0.3,70
200,25,100,0.009900990099009901,0.35000000000000003,70
200,25,100,0.009900990099009901,0.4,70
200,25,100,0.009900990099009901,0.45,70
200,25,100,0.8613861386138614,0,71
200,25,100,0.6336633663366337,0.05,71
200,25,100,0.297029702970297,0.09999999999999999,71
200,25,100,0.07920792079207921,0.15000000000000002,71
200,25,100,0.07920792079207921,0.2,71
200,25,100,0.07920792079207921,0.25,71
200,25,100,0.06930693069306931,0.3,71
200,25,100,0.06930693069306931,0.35000000000000003,71
200,25,100,0.06930693069306931,0.4,71
200,25,100,0.009900990099009901,0.45,71
200,25,100,0.44554455445544555,0,72
200,25,100,0.6633663366336634,0.05,72
200,25,100,0.5148514851485149,0.09999999999999999,72
200,25,100,0.039603960396039604,0.15000000000000002,72
200,25,100,0.009900990099009901,0.2,72
200,25,100,0.009900990099009901,0.25,72
200,25,100,0.009900990099009901,0.3,72
200,25,100,0.009900990099009901,0.35000000000000003,72
200,25,100,0.009900990099009901,0.4,72
200,25,100,0.009900990099009901,0.45,72
200,25,100,0.48514851485148514,0,73
200,25,100,0.7128712871287128,0.05,73
200,25,100,0.49504950495049505,0.09999999999999999,73
200,25,100,0.31683168316831684,0.15000000000000002,73
200,25,100,0.0297029702970297,0.2,73
200,25,100,0.0297029702970297,0.25,73
200,25,100,0.0297029702970297,0.3,73
200,25,100,0.019801980198019802,0.35000000000000003,73
200,25,100,0.009900990099009901,0.4,73
200,25,100,0.009900990099009901,0.45,73
200,25,100,0.4158415841584158,0,74
200,25,100,0.4752475247524752,0.05,74
200,25,100,0.2079207920792079,0.09999999999999999,74
200,25,100,0.2079207920792079,0.15000000000000002,74
200,25,100,0.039603960396039604,0.2,74
200,25,100,0.039603960396039604,0.25,74
200,25,100,0.019801980198019802,0.3,74
200,25,100,0.019801980198019802,0.35000000000000003,74
200,25,100,0.009900990099009901,0.4,74
200,25,100,0.009900990099009901,0.45,74
200,25,100,0.44554455445544555,0,75
200,25,100,0.44554455445544555,0.05,75
200,25,100,0.44554455445544555,0.09999999999999999,75
200,25,100,0.13861386138613863,0.15000000000000002,75
200,25,100,0.07920792079207921,0.2,75
200,25,100,0.0297029702970297,0.25,75
200,25,100,0.009900990099009901,0.3,75
200,25,100,0.009900990099009901,0.35000000000000003,75
200,25,100,0.009900990099009901,0.4,75
200,25,100,0.009900990099009901,0.45,75
200,25,100,0.801980198019802,0,76
200,25,100,0.6138613861386139,0.05,76
200,25,100,0.44554455445544555,0.09999999999999999,76
200,25,100,0.19801980198019803,0.15000000000000002,76
200,25,100,0.039603960396039604,0.2,76
200,25,100,0.019801980198019802,0.25,76
200,25,100,0.019801980198019802,0.3,76
200,25,100,0.009900990099009901,0.35000000000000003,76
200,25,100,0.009900990099009901,0.4,76
200,25,100,0.009900990099009901,0.45,76
200,25,100,0.24752475247524752,0,77
200,25,100,0.1188118811881188,0.05,77
200,25,100,0.06930693069306931,0.09999999999999999,77
200,25,100,0.04950495049504951,0.15000000000000002,77
200,25,100,0.009900990099009901,0.2,77
200,25,100,0.009900990099009901,0.25,77
200,25,100,0.009900990099009901,0.3,77
200,25,100,0.009900990099009901,0.35000000000000003,77
200,25,100,0.009900990099009901,0.4,77
200,25,100,0.009900990099009901,0.45,77
200,25,100,0.9801980198019802,0,78
200,25,100,0.31683168316831684,0.05,78
200,25,100,0.0594059405940594,0.09999999999999999,78
200,25,100,0.009900990099009901,0.15000000000000002,78
200,25,100,0.009900990099009901,0.2,78
200,25,100,0.009900990099009901,0.25,78
200,25,100,0.009900990099009901,0.3,78
200,25,100,0.009900990099009901,0.35000000000000003,78
200,25,100,0.009900990099009901,0.4,78
200,25,100,0.009900990099009901,0.45,78
200,25,100,0.8514851485148515,0,79
200,25,100,0.3069306930693069,0.05,79
200,25,100,0.06930693069306931,0.09999999999999999,79
200,25,100,0.009900990099009901,0.15000000000000002,79
200,25,100,0.009900990099009901,0.2,79
200,25,100,0.009900990099009901,0.25,79
200,25,100,0.009900990099009901,0.3,79
200,25,100,0.009900990099009901,0.35000000000000003,79
200,25,100,0.009900990099009901,0.4,79
200,25,100,0.009900990099009901,0.45,79
200,25,100,0.27722772277227725,0,80
200,25,100,0.5544554455445545,0.05,80
200,25,100,0.25742574257425743,0.09999999999999999,80
200,25,100,0.0891089108910891,0.15000000000000002,80
200,25,100,0.039603960396039604,0.2,80
200,25,100,0.019801980198019802,0.25,80
200,25,100,0.009900990099009901,0.3,80
200,25,100,0.009900990099009901,0.35000000000000003,80
200,25,100,0.009900990099009901,0.4,80
200,25,100,0.009900990099009901,0.45,80
200,25,100,0.8514851485148515,0,81
200,25,100,0.5445544554455446,0.05,81
200,25,100,0.44554455445544555,0.09999999999999999,81
200,25,100,0.10891089108910891,0.15000000000000002,81
200,25,100,0.0594059405940594,0.2,81
200,25,100,0.019801980198019802,0.25,81
200,25,100,0.009900990099009901,0.3,81
200,25,100,0.009900990099009901,0.35000000000000003,81
200,25,100,0.009900990099009901,0.4,81
200,25,100,0.009900990099009901,0.45,81
200,25,100,0.594059405940594,0,82
200,25,100,0.04950495049504951,0.05,82
200,25,100,0.019801980198019802,0.09999999999999999,82
200,25,100,0.019801980198019802,0.15000000000000002,82
200,25,100,0.019801980198019802,0.2,82
200,25,100,0.019801980198019802,0.25,82
200,25,100,0.009900990099009901,0.3,82
200,25,100,0.009900990099009901,0.35000000000000003,82
200,25,100,0.009900990099009901,0.4,82
200,25,100,0.009900990099009901,0.45,82
200,25,100,0.9504950495049505,0,83
200,25,100,0.09900990099009901,0.05,83
200,25,100,0.09900990099009901,0.09999999999999999,83
200,25,100,0.019801980198019802,0.15000000000000002,83
200,25,100,0.019801980198019802,0.2,83
200,25,100,0.009900990099009901,0.25,83
200,25,100,0.009900990099009901,0.3,83
200,25,100,0.009900990099009901,0.35000000000000003,83
200,25,100,0.009900990099009901,0.4,83
200,25,100,0.009900990099009901,0.45,83
200,25,100,0.7227722772277227,0,84
200,25,100,0.0891089108910891,0.05,84
200,25,100,0.04950495049504951,0.09999999999999999,84
200,25,100,0.04950495049504951,0.15000000000000002,84
200,25,100,0.009900990099009901,0.2,84
200,25,100,0.009900990099009901,0.25,84
200,25,100,0.009900990099009901,0.3,84
200,25,100,0.009900990099009901,0.35000000000000003,84
200,25,100,0.009900990099009901,0.4,84
200,25,100,0.009900990099009901,0.45,84
200,25,100,0.04950495049504951,0,85
200,25,100,0.7425742574257426,0.05,85
200,25,100,0.45544554455445546,0.09999999999999999,85
200,25,100,0.26732673267326734,0.15000000000000002,85
200,25,100,0.26732673267326734,0.2,85
200,25,100,0.12871287128712872,0.25,85
200,25,100,0.0891089108910891,0.3,85
200,25,100,0.009900990099009901,0.35000000000000003,85
200,25,100,0.009900990099009901,0.4,85
200,25,100,0.009900990099009901,0.45,85
200,25,100,0.2376237623762376,0,86
200,25,100,0.12871287128712872,0.05,86
200,25,100,0.009900990099009901,0.09999999999999999,86
200,25,100,0.009900990099009901,0.15000000000000002,86
200,25,100,0.009900990099009901,0.2,86
200,25,100,0.009900990099009901,0.25,86
200,25,100,0.009900990099009901,0.3,86
200,25,100,0.009900990099009901,0.35000000000000003,86
200,25,100,0.009900990099009901,0.4,86
200,25,100,0.009900990099009901,0.45,86
200,25,100,0.1485148514851485,0,87
200,25,100,0.26732673267326734,0.05,87
200,25,100,0.26732673267326734,0.09999999999999999,87
200,25,100,0.10891089108910891,0.15000000000000002,87
200,25,100,0.009900990099009901,0.2,87
200,25,100,0.009900990099009901,0.25,87
200,25,100,0.009900990099009901,0.3,87
200,25,100,0.009900990099009901,0.35000000000000003,87
200,25,100,0.009900990099009901,0.4,87
200,25,100,0.009900990099009901,0.45,87
200,25,100,0.7128712871287128,0,88
200,25,100,0.8613861386138614,0.05,88
200,25,100,0.7029702970297029,0.09999999999999999,88
200,25,100,0.1782178217821782,0.15000000000000002,88
200,25,100,0.039603960396039604,0.2,88
200,25,100,0.019801980198019802,0.25,88
200,25,100,0.009900990099009901,0.3,88
200,25,100,0.009900990099009901,0.35000000000000003,88
200,25,100,0.009900990099009901,0.4,88
200,25,100,0.009900990099009901,0.45,88
200,25,100,0.5148514851485149,0,89
200,25,100,0.8217821782178217,0.05,89
200,25,100,0.594059405940594,0.09999999999999999,89
200,25,100,0.0297029702970297,0.15000000000000002,89
200,25,100,0.009900990099009901,0.2,89
200,25,100,0.009900990099009901,0.25,89
200,25,100,0.009900990099009901,0.3,89
200,25,100,0.009900990099009901,0.35000000000000003,89
200,25,100,0.009900990099009901,0.4,89
200,25,100,0.009900990099009901,0.45,89
200,25,100,0.13861386138613863,0,90
200,25,100,0.0891089108910891,0.05,90
200,25,100,0.0297029702970297,0.09999999999999999,90
200,25,100,0.0297029702970297,0.15000000000000002,90
200,25,100,0.019801980198019802,0.2,90
200,25,100,0.019801980198019802,0.25,90
200,25,100,0.019801980198019802,0.3,90
200,25,100,0.019801980198019802,0.35000000000000003,90
200,25,100,0.009900990099009901,0.4,90
200,25,100,0.009900990099009901,0.45,90
200,25,100,0.0297029702970297,0,91
200,25,100,0.019801980198019802,0.05,91
200,25,100,0.019801980198019802,0.09999999999999999,91
200,25,100,0.009900990099009901,0.15000000000000002,91
200,25,100,0.009900990099009901,0.2,91
200,25,100,0.009900990099009901,0.25,91
200,25,100,0.009900990099009901,0.3,91
200,25,100,0.009900990099009901,0.35000000000000003,91
200,25,100,0.009900990099009901,0.4,91
200,25,100,0.009900990099009901,0.45,91
200,25,100,0.8415841584158416,0,92
200,25,100,0.8712871287128713,0.05,92
200,25,100,0.8712871287128713,0.09999999999999999,92
200,25,100,0.6732673267326733,0.15000000000000002,92
200,25,100,0.6732673267326733,0.2,92
200,25,100,0.18811881188118812,0.25,92
200,25,100,0.07920792079207921,0.3,92
200,25,100,0.039603960396039604,0.35000000000000003,92
200,25,100,0.039603960396039604,0.4,92
200,25,100,0.009900990099009901,0.45,92
200,25,100,0.43564356435643564,0,93
200,25,100,0.7821782178217822,0.05,93
200,25,100,0.40594059405940597,0.09999999999999999,93
200,25,100,0.40594059405940597,0.15000000000000002,93
200,25,100,0.19801980198019803,0.2,93
200,25,100,0.019801980198019802,0.25,93
200,25,100,0.009900990099009901,0.3,93
200,25,100,0.009900990099009901,0.35000000000000003,93
200,25,100,0.009900990099009901,0.4,93
200,25,100,0.009900990099009901,0.45,93
200,25,100,0.9702970297029703,0,94
200,25,100,0.9603960396039604,0.05,94
200,25,100,0.6237623762376238,0.09999999999999999,94
200,25,100,0.6237623762376238,0.15000000000000002,94
200,25,100,0.48514851485148514,0.2,94
200,25,100,0.33663366336633666,0.25,94
200,25,100,0.0891089108910891,0.3,94
200,25,100,0.0297029702970297,0.35000000000000003,94
200,25,100,0.009900990099009901,0.4,94
200,25,100,0.009900990099009901,0.45,94
200,25,100,0.9900990099009901,0,95
200,25,100,0.504950495049505,0.05,95
200,25,100,0.18811881188118812,0.09999999999999999,95
200,25,100,0.009900990099009901,0.15000000000000002,95
200,25,100,0.009900990099009901,0.2,95
200,25,100,0.009900990099009901,0.25,95
200,25,100,0.009900990099009901,0.3,95
200,25,100,0.009900990099009901,0.35000000000000003,95
200,25,100,0.009900990099009901,0.4,95
200,25,100,0.009900990099009901,0.45,95
200,25,100,0.4158415841584158,0,96
200,25,100,0.40594059405940597,0.05,96
200,25,100,0.26732673267326734,0.09999999999999999,96
200,25,100,0.1188118811881188,0.15000000000000002,96
200,25,100,0.0891089108910891,0.2,96
200,25,100,0.009900990099009901,0.25,96
200,25,100,0.009900990099009901,0.3,96
200,25,100,0.009900990099009901,0.35000000000000003,96
200,25,100,0.009900990099009901,0.4,96
200,25,100,0.009900990099009901,0.45,96
200,25,100,0.6831683168316832,0,97
200,25,100,0.6435643564356436,0.05,97
200,25,100,0.6435643564356436,0.09999999999999999,97
200,25,100,0.49504950495049505,0.15000000000000002,97
200,25,100,0.3564356435643564,0.2,97
200,25,100,0.0891089108910891,0.25,97
200,25,100,0.07920792079207921,0.3,97
200,25,100,0.039603960396039604,0.35000000000000003,97
200,25,100,0.009900990099009901,0.4,97
200,25,100,0.009900990099009901,0.45,97
200,25,100,0.6336633663366337,0,98
200,25,100,0.1485148514851485,0.05,98
200,25,100,0.0297029702970297,0.09999999999999999,98
200,25,100,0.009900990099009901,0.15000000000000002,98
200,25,100,0.009900990099009901,0.2,98
200,25,100,0.009900990099009901,0.25,98
200,25,100,0.009900990099009901,0.3,98
200,25,100,0.009900990099009901,0.35000000000000003,98
200,25,100,0.009900990099009901,0.4,98
200,25,100,0.009900990099009901,0.45,98
200,25,100,0.2376237623762376,0,99
200,25,100,0.019801980198019802,0.05,99
200,25,100,0.009900990099009901,0.09999999999999999,99
200,25,100,0.009900990099009901,0.15000000000000002,99
200,25,100,0.009900990099009901,0.2,99
200,25,100,0.009900990099009901,0.25,99
200,25,100,0.009900990099009901,0.3,99
200,25,100,0.009900990099009901,0.35000000000000003,99
200,25,100,0.009900990099009901,0.4,99
200,25,100,0.009900990099009901,0.45,99
200,25,100,0.4752475247524752,0,100
200,25,100,0.4752475247524752,0.05,100
200,25,100,0.1782178217821782,0.09999999999999999,100
200,25,100,0.07920792079207921,0.15000000000000002,100
200,25,100,0.019801980198019802,0.2,100
200,25,100,0.019801980198019802,0.25,100
200,25,100,0.019801980198019802,0.3,100
200,25,100,0.019801980198019802,0.35000000000000003,100
200,25,100,0.009900990099009901,0.4,100
200,25,100,0.009900990099009901,0.45,100
600,75,100,0.19801980198019803,0,1
600,75,100,0.0297029702970297,0.05,1
600,75,100,0.009900990099009901,0.09999999999999999,1
600,75,100,0.009900990099009901,0.15000000000000002,1
600,75,100,0.009900990099009901,0.2,1
600,75,100,0.009900990099009901,0.25,1
600,75,100,0.009900990099009901,0.3,1
600,75,100,0.009900990099009901,0.35000000000000003,1
600,75,100,0.009900990099009901,0.4,1
600,75,100,0.009900990099009901,0.45,1
600,75,100,0.19801980198019803,0,2
600,75,100,0.6237623762376238,0.05,2
600,75,100,0.22772277227722773,0.09999999999999999,2
600,75,100,0.0594059405940594,0.15000000000000002,2
600,75,100,0.009900990099009901,0.2,2
600,75,100,0.009900990099009901,0.25,2
600,75,100,0.009900990099009901,0.3,2
600,75,100,0.009900990099009901,0.35000000000000003,2
600,75,100,0.009900990099009901,0.4,2
600,75,100,0.009900990099009901,0.45,2
600,75,100,0.7524752475247525,0,3
600,75,100,0.13861386138613863,0.05,3
600,75,100,0.0297029702970297,0.09999999999999999,3
600,75,100,0.009900990099009901,0.15000000000000002,3
600,75,100,0.009900990099009901,0.2,3
600,75,100,0.009900990099009901,0.25,3
600,75,100,0.009900990099009901,0.3,3
600,75,100,0.009900990099009901,0.35000000000000003,3
600,75,100,0.009900990099009901,0.4,3
600,75,100,0.009900990099009901,0.45,3
600,75,100,0.15841584158415842,0,4
600,75,100,0.21782178217821782,0.05,4
600,75,100,0.1782178217821782,0.09999999999999999,4
600,75,100,0.009900990099009901,0.15000000000000002,4
600,75,100,0.009900990099009901,0.2,4
600,75,100,0.009900990099009901,0.25,4
600,75,100,0.009900990099009901,0.3,4
600,75,100,0.009900990099009901,0.35000000000000003,4
600,75,100,0.009900990099009901,0.4,4
600,75,100,0.009900990099009901,0.45,4
600,75,100,0.04950495049504951,0,5
600,75,100,0.7029702970297029,0.05,5
600,75,100,0.4158415841584158,0.09999999999999999,5
600,75,100,0.16831683168316833,0.15000000000000002,5
600,75,100,0.039603960396039604,0.2,5
600,75,100,0.009900990099009901,0.25,5
600,75,100,0.009900990099009901,0.3,5
600,75,100,0.009900990099009901,0.35000000000000003,5
600,75,100,0.009900990099009901,0.4,5
600,75,100,0.009900990099009901,0.45,5
600,75,100,1,0,6
600,75,100,0.5841584158415841,0.05,6
600,75,100,0.04950495049504951,0.09999999999999999,6
600,75,100,0.009900990099009901,0.15000000000000002,6
600,75,100,0.009900990099009901,0.2,6
600,75,100,0.009900990099009901,0.25,6
600,75,100,0.009900990099009901,0.3,6
600,75,100,0.009900990099009901,0.35000000000000003,6
600,75,100,0.009900990099009901,0.4,6
600,75,100,0.009900990099009901,0.45,6
600,75,100,0.7029702970297029,0,7
600,75,100,0.25742574257425743,0.05,7
600,75,100,0.0594059405940594,0.09999999999999999,7
600,75,100,0.0297029702970297,0.15000000000000002,7
600,75,100,0.009900990099009901,0.2,7
600,75,100,0.009900990099009901,0.25,7
600,75,100,0.009900990099009901,0.3,7
600,75,100,0.009900990099009901,0.35000000000000003,7
600,75,100,0.009900990099009901,0.4,7
600,75,100,0.009900990099009901,0.45,7
600,75,100,0.5841584158415841,0,8
600,75,100,0.8613861386138614,0.05,8
600,75,100,0.19801980198019803,0.09999999999999999,8
600,75,100,0.039603960396039604,0.15000000000000002,8
600,75,100,0.009900990099009901,0.2,8
600,75,100,0.009900990099009901,0.25,8
600,75,100,0.009900990099009901,0.3,8
600,75,100,0.009900990099009901,0.35000000000000003,8
600,75,100,0.009900990099009901,0.4,8
600,75,100,0.009900990099009901,0.45,8
600,75,100,0.504950495049505,0,9
600,75,100,0.44554455445544555,0.05,9
600,75,100,0.2871287128712871,0.09999999999999999,9
600,75,100,0.06930693069306931,0.15000000000000002,9
600,75,100,0.009900990099009901,0.2,9
600,75,100,0.009900990099009901,0.25,9
600,75,100,0.009900990099009901,0.3,9
600,75,100,0.009900990099009901,0.35000000000000003,9
600,75,100,0.009900990099009901,0.4,9
600,75,100,0.009900990099009901,0.45,9
600,75,100,0.5643564356435643,0,10
600,75,100,0.1485148514851485,0.05,10
600,75,100,0.039603960396039604,0.09999999999999999,10
600,75,100,0.009900990099009901,0.15000000000000002,10
600,75,100,0.009900990099009901,0.2,10
600,75,100,0.009900990099009901,0.25,10
600,75,100,0.009900990099009901,0.3,10
600,75,100,0.009900990099009901,0.35000000000000003,10
600,75,100,0.009900990099009901,0.4,10
600,75,100,0.009900990099009901,0.45,10
600,75,100,0.39603960396039606,0,11
600,75,100,0.48514851485148514,0.05,11
600,75,100,0.16831683168316833,0.09999999999999999,11
600,75,100,0.0297029702970297,0.15000000000000002,11
600,75,100,0.019801980198019802,0.2,11
600,75,100,0.009900990099009901,0.25,11
600,75,100,0.009900990099009901,0.3,11
600,75,100,0.009900990099009901,0.35000000000000003,11
600,75,100,0.009900990099009901,0.4,11
600,75,100,0.009900990099009901,0.45,11
600,75,100,0.24752475247524752,0,12
600,75,100,0.33663366336633666,0.05,12
600,75,100,0.13861386138613863,0.09999999999999999,12
600,75,100,0.06930693069306931,0.15000000000000002,12
600,75,100,0.019801980198019802,0.2,12
600,75,100,0.019801980198019802,0.25,12
600,75,100,0.009900990099009901,0.3,12
600,75,100,0.009900990099009901,0.35000000000000003,12
600,75,100,0.009900990099009901,0.4,12
600,75,100,0.009900990099009901,0.45,12
600,75,100,0.42574257425742573,0,13
600,75,100,0.43564356435643564,0.05,13
600,75,100,0.1485148514851485,0.09999999999999999,13
600,75,100,0.039603960396039604,0.15000000000000002,13
600,75,100,0.009900990099009901,0.2,13
600,75,100,0.009900990099009901,0.25,13
600,75,100,0.009900990099009901,0.3,13
600,75,100,0.009900990099009901,0.35000000000000003,13
600,75,100,0.009900990099009901,0.4,13
600,75,100,0.009900990099009901,0.45,13
600,75,100,0.39603960396039606,0,14
600,75,100,0.22772277227722773,0.05,14
600,75,100,0.039603960396039604,0.09999999999999999,14
600,75,100,0.009900990099009901,0.15000000000000002,14
600,75,100,0.009900990099009901,0.2,14
600,75,100,0.009900990099009901,0.25,14
600,75,100,0.009900990099009901,0.3,14
600,75,100,0.009900990099009901,0.35000000000000003,14
600,75,100,0.009900990099009901,0.4,14
600,75,100,0.009900990099009901,0.45,14
600,75,100,0.39603960396039606,0,15
600,75,100,0.09900990099009901,0.05,15
600,75,100,0.0297029702970297,0.09999999999999999,15
600,75,100,0.0297029702970297,0.15000000000000002,15
600,75,100,0.009900990099009901,0.2,15
600,75,100,0.009900990099009901,0.25,15
600,75,100,0.009900990099009901,0.3,15
600,75,100,0.009900990099009901,0.35000000000000003,15
600,75,100,0.009900990099009901,0.4,15
600,75,100,0.009900990099009901,0.45,15
600,75,100,0.7425742574257426,0,16
600,75,100,0.4752475247524752,0.05,16
600,75,100,0.04950495049504951,0.09999999999999999,16
600,75,100,0.009900990099009901,0.15000000000000002,16
600,75,100,0.009900990099009901,0.2,16
600,75,100,0.009900990099009901,0.25,16
600,75,100,0.009900990099009901,0.3,16
600,75,100,0.009900990099009901,0.35000000000000003,16
600,75,100,0.009900990099009901,0.4,16
600,75,100,0.009900990099009901,0.45,16
600,75,100,0.42574257425742573,0,17
600,75,100,0.49504950495049505,0.05,17
600,75,100,0.49504950495049505,0.09999999999999999,17
600,75,100,0.1485148514851485,0.15000000000000002,17
600,75,100,0.019801980198019802,0.2,17
600,75,100,0.009900990099009901,0.25,17
600,75,100,0.009900990099009901,0.3,17
600,75,100,0.009900990099009901,0.35000000000000003,17
600,75,100,0.009900990099009901,0.4,17
600,75,100,0.009900990099009901,0.45,17
600,75,100,0.5346534653465347,0,18
600,75,100,0.0594059405940594,0.05,18
600,75,100,0.009900990099009901,0.09999999999999999,18
600,75,100,0.009900990099009901,0.15000000000000002,18
600,75,100,0.009900990099009901,0.2,18
600,75,100,0.009900990099009901,0.25,18
600,75,100,0.009900990099009901,0.3,18
600,75,100,0.009900990099009901,0.35000000000000003,18
600,75,100,0.009900990099009901,0.4,18
600,75,100,0.009900990099009901,0.45,18
600,75,100,0.1188118811881188,0,19
600,75,100,0.0891089108910891,0.05,19
600,75,100,0.019801980198019802,0.09999999999999999,19
600,75,100,0.019801980198019802,0.15000000000000002,19
600,75,100,0.009900990099009901,0.2,19
600,75,100,0.009900990099009901,0.25,19
600,75,100,0.009900990099009901,0.3,19
600,75,100,0.009900990099009901,0.35000000000000003,19
600,75,100,0.009900990099009901,0.4,19
600,75,100,0.009900990099009901,0.45,19
600,75,100,1.00990099009901,0,20
600,75,100,0.16831683168316833,0.05,20
600,75,100,0.06930693069306931,0.09999999999999999,20
600,75,100,0.0297029702970297,0.15000000000000002,20
600,75,100,0.009900990099009901,0.2,20
600,75,100,0.009900990099009901,0.25,20
600,75,100,0.009900990099009901,0.3,20
600,75,100,0.009900990099009901,0.35000000000000003,20
600,75,100,0.009900990099009901,0.4,20
600,75,100,0.009900990099009901,0.45,20
600,75,100,0.43564356435643564,0,21
600,75,100,0.5346534653465347,0.05,21
600,75,100,0.19801980198019803,0.09999999999999999,21
600,75,100,0.06930693069306931,0.15000000000000002,21
600,75,100,0.019801980198019802,0.2,21
600,75,100,0.009900990099009901,0.25,21
600,75,100,0.009900990099009901,0.3,21
600,75,100,0.009900990099009901,0.35000000000000003,21
600,75,100,0.009900990099009901,0.4,21
600,75,100,0.009900990099009901,0.45,21
600,75,100,0.3465346534653465,0,22
600,75,100,0.693069306930693,0.05,22
600,75,100,0.43564356435643564,0.09999999999999999,22
600,75,100,0.19801980198019803,0.15000000000000002,22
600,75,100,0.019801980198019802,0.2,22
600,75,100,0.009900990099009901,0.25,22
600,75,100,0.009900990099009901,0.3,22
600,75,100,0.009900990099009901,0.35000000000000003,22
600,75,100,0.009900990099009901,0.4,22
600,75,100,0.009900990099009901,0.45,22
600,75,100,0.5643564356435643,0,23
600,75,100,0.13861386138613863,0.05,23
600,75,100,0.009900990099009901,0.09999999999999999,23
600,75,100,0.009900990099009901,0.15000000000000002,23
600,75,100,0.009900990099009901,0.2,23
600,75,100,0.009900990099009901,0.25,23
600,75,100,0.009900990099009901,0.3,23
600,75,100,0.009900990099009901,0.35000000000000003,23
600,75,100,0.009900990099009901,0.4,23
600,75,100,0.009900990099009901,0.45,23
600,75,100,0.45544554455445546,0,24
600,75,100,0.009900990099009901,0.05,24
600,75,100,0.009900990099009901,0.09999999999999999,24
600,75,100,0.009900990099009901,0.15000000000000002,24
600,75,100,0.009900990099009901,0.2,24
600,75,100,0.009900990099009901,0.25,24
600,75,100,0.009900990099009901,0.3,24
600,75,100,0.009900990099009901,0.35000000000000003,24
600,75,100,0.009900990099009901,0.4,24
600,75,100,0.009900990099009901,0.45,24
600,75,100,0.7029702970297029,0,25
600,75,100,0.07920792079207921,0.05,25
600,75,100,0.019801980198019802,0.09999999999999999,25
600,75,100,0.009900990099009901,0.15000000000000002,25
600,75,100,0.009900990099009901,0.2,25
600,75,100,0.009900990099009901,0.25,25
600,75,100,0.009900990099009901,0.3,25
600,75,100,0.009900990099009901,0.35000000000000003,25
600,75,100,0.009900990099009901,0.4,25
600,75,100,0.009900990099009901,0.45,25
600,75,100,0.8910891089108911,0,26
600,75,100,0.4752475247524752,0.05,26
